source_id,l,b,A_0,dist_pc,residual,bp_rp,phot_g_mean_mag,teff_gspphot,logg_gspphot,mh_gspphot,teff_gspspec,logg_gspspec,mh_gspspec,flags_gspspec,ruwe,cstar_nsigma,M_Ks,rel_dteff
199559715471297920,165.00722873926088,-3.4171986357708244,0.4078999262818957,200.07752676840178,0.405619771515755,1.538475,12.627167,5422.3716,4.3707,-0.6283,6502.0,4.29,0.27,00000020000009999999999999999999999999999,0.9978371,0.3136961479742797,3.4849084057384228,0.1991063138399518
