source_id,ra,dec,residual,alpha,alpha_upper_2sig,deficit_G_mag,dchi2,chi2_fit,cstar_nsigma,ruwe,A_0,l,b,A_0_d,sfr,simbad_id,otype,sep_arcsec,known_contaminant
3230661931762828672,68.82514433741187,0.5063011273286168,0.3216761645933257,-0.35,0.6,0.29606542,41.16756,8.841728,0.3280727467185345,1.0364178,0.0629801045774366,195.31972032263567,-29.608334605837022,0.0629801045774366,,,,,False
4882903895977643392,63.437124360501606,-32.348245508036435,0.387492075060794,-0.3,0.65,0.29599425,38.619102,10.7818985,0.6197426929117856,1.050974,0.0498630789247522,232.46886591904504,-46.17377708495093,0.0498630789247522,,,,,False
3777283141078343680,161.7611715911686,-4.359167475324164,0.2893428596086167,-0.1,1.05,0.29593456,30.322962,7.7768116,0.6109755979167715,1.0010645,0.0631750361055611,254.5143241240657,46.48697674273084,0.0631750361055611,,,,,False
2806137326886016128,7.703972803147137,23.544847736579133,0.2999956763980416,-0.05,1.25,0.29326054,28.124907,6.76758,0.8268361179232845,1.0870146,0.0812772944372031,116.83991458246228,-39.082845412477305,0.0812772944372031,,,,,False
5025833123322953600,27.1130587019236,-25.86282952918705,0.2486284062222621,-0.05,1.15,0.29306388,28.087196,4.809967,0.5912379045907034,0.9480129,0.0441412659870871,210.48884526963388,-77.1878752093658,0.0441412659870871,,,,,False
3707751571927072896,187.47780237878828,4.464259459273436,0.030198693780628,-0.1,0.8,0.29209036,29.540287,1.4852333,0.3957599812839829,1.0331514,0.0435809718053997,289.2232450291749,66.76133490839956,0.0435809718053997,,,,,False
6683392669368232320,296.6944087526156,-47.28977747864794,0.2091534233611565,-0.1,0.85,0.2914206,29.404972,1.9877148,1.5273529861828796,0.9951968,0.0402227905024251,351.56358805237136,-28.64667803874219,0.0402227905024251,,,,,False
2394636308393266944,354.78081101349346,-16.670949158913313,0.3132727915210775,-0.45,0.4,0.290944,45.28436,8.707714,0.2448874856662656,0.96399105,0.0547679150215167,61.21238807122273,-70.27098119963414,0.0547679150215167,,,,,False
1415926167736313344,260.30113061679884,52.13741563975007,0.3205199577235076,-0.05,1.35,0.29022378,27.54544,7.668598,0.0739671155474762,0.9695199,0.0786719082221848,79.3347471727888,34.71858676909467,0.0786719082221848,,,,,False
6114925813275434880,207.22836064869372,-39.07699409054724,0.1434895384095948,-0.15,0.8,0.29010305,30.893324,1.6088428,0.6201483690071331,1.0763271,0.0737849098629333,314.96312350350263,22.44825874784056,0.0737849098629333,,,,,False
2350654468892959488,10.79312709429066,-20.701402665010747,0.1704280666128976,-0.05,0.9,0.2895062,27.409399,1.0184574,-1.007600566129763,0.92804277,0.039487792373687,106.1236678459327,-83.30175387875857,0.039487792373687,,,,,False
593286686118043008,141.62926396546888,12.550477907646387,0.2445300239305741,-0.15,0.9,0.28946808,30.758232,4.7709274,0.3568151080431813,1.0042061,0.0525203846740801,219.3284015463768,40.02130177650437,0.0525203846740801,,,,,False
1873741467848962816,337.7528636710843,20.957733133283536,0.2081530071717612,-0.1,0.95,0.2884075,28.800062,3.4381924,0.630665637185574,0.97847897,0.0738207223605651,84.07843454213027,-31.119301354198804,0.0738207223605651,,,,,False
6464332294841090432,317.1591108306649,-53.10832430243688,0.3445322620845399,-0.15,1.05,0.28798446,30.443747,8.95225,0.3649801523561488,0.9744229,0.090204905730489,344.58412125908615,-41.74000622029438,0.090204905730489,,,,,False
2752322627913558528,4.416229426595624,9.0698597889763,0.2639554645587161,-0.35,0.45,0.28572577,38.342335,9.076607,1.8120117916607488,1.1569259,0.0458510205764301,109.0274837652774,-52.887709025017394,0.0458510205764301,,,,,False
3978004280127858304,170.9188445707976,19.50602758047466,0.3139722454077365,-0.3,0.65,0.28524703,35.86558,4.8455925,0.9885152967966448,1.0591627,0.0371742814848362,229.00977461588857,68.49776655176662,0.0371742814848362,,,,,False
1252495274778889728,213.3637964014165,21.18938712253971,0.2119861647999874,-0.4,0.45,0.2850143,40.695942,2.692501,1.767890858824449,0.9825066,0.0816950555143962,19.74364936642461,70.40051994531224,0.0816950555143962,,,,,False
2443730121049333760,2.4577645102596466,-5.125311630395475,0.1512918398050917,-0.05,1.0,0.2846408,26.49586,2.5721455,0.0463001488200528,1.0019553,0.0938242792195544,96.83922684801853,-65.86675767509018,0.0938242792195544,,,,,False
