source_id,ra,dec,l,b,dist_pc,phot_g_mean_mag,M_G,M_Ks,bp_rp0,A_0,residual,residual_sigma,implied_f,ruwe,cstar_nsigma,side,wise_w1mpro,wise_w2mpro,wise_w3mpro,wise_w4mpro,allwise_designation,tmass_designation,w1w2_colour,w1w2_excess,w1w3_colour,w1w3_excess,w1w4_colour,w1w4_excess,any_ir_excess,ir_measured,ir_no_excess_measured,ir_unknown,abs_sigma,simbad_main_id,simbad_otype,known_contaminant,clean_candidate,unverifiable_no_ir_data
3427525915304920448,86.47856435204392,22.8350355774282,185.24811782764215,-3.1165215204517924,111.05171827296812,13.3217745,8.077528652798584,4.490761402128821,2.416840323271829,0.0239522111076812,0.7086425164921094,7.033096558460795,0.464117352029846,1.1648765,1.5221018808680384,positive (deficit-like),9.611,9.502,9.375,8.632,J054554.84+225006.3,05455485+2250068,0.10899999999999999,False,0.23600000000000065,False,0.979000000000001,False,False,True,True,False,7.033096558460795,ZTF J054554.85+225006.1,BY*,False,True,False
3446535230101153024,80.9656733293279,29.67596815309661,176.80947071101517,-3.588071638223231,163.36251744595245,18.094387,11.98700054602109,7.493769847477282,3.4198489288900245,0.0662262503386248,0.7032304670750055,6.976899868191316,0.4614394789605155,0.9374611,2.4201833634677703,positive (deficit-like),,,,,,05235173+2940340,,False,,False,,False,False,False,False,True,6.976899868191316,,,False,False,True
384099234520051712,2.1266994512755137,41.467226193180025,114.35329366141364,-20.68830148282964,499.8676516390853,16.67798,8.034069083406232,4.658984483675524,2.2113839227096306,0.2110910809110539,0.6928896624696016,6.869524833567544,0.4562855986471194,1.0466971,0.0539728443901057,positive (deficit-like),,,,,,00083036+4128020,,False,,False,,False,False,False,False,True,6.869524833567544,,,False,False,True
3448376087448934784,84.89342625414761,32.57101918421258,176.22592638231455,0.8097116995114698,403.8394144681938,16.516861,8.248745289860963,4.61198245446219,2.521661716744158,0.3483745925128539,0.6927698910918828,6.868281172525659,0.4562256162916736,0.97466636,0.4740970836332013,positive (deficit-like),,,,,,05393438+3234159,,False,,False,,False,False,False,False,True,6.868281172525659,,,False,False,True
386768612530494592,2.443932989483364,45.30528711741719,115.29328200598933,-16.947642951254267,459.47239793498994,16.256012,7.790009331267552,4.545149117779045,1.9072746133843843,0.2095871937920827,0.6911725680371253,6.851695169322358,0.4554250326928069,1.0197884,2.283006601180227,positive (deficit-like),,,,,,00094655+4518189,,False,,False,,False,False,False,False,True,6.851695169322358,,,False,False,True
394940453528920576,4.437731291378766,51.01105672011232,117.53598759296264,-11.507415352193114,446.1017436549117,16.984129,8.62984002410026,5.008592457240701,2.553601879584046,0.157359724143046,0.6870299539997952,6.808679819679373,0.4533432441559881,1.0802555,0.8652334210260704,positive (deficit-like),13.129,12.983,12.609,9.259,J001745.04+510039.6,00174500+5100397,0.14599999999999902,False,0.5199999999999996,True,3.869999999999999,True,True,True,False,False,6.808679819679373,,,False,False,False
3424158656648355968,88.09478440427125,21.741418503030957,186.9561337240676,-2.3941896110323504,387.55063311756754,17.184986,9.090967113730226,5.589026337946879,2.3875344536593235,0.2197799513701121,0.6849283986458513,6.786858057495067,0.4522841084431782,1.1690342,0.1817658605365157,positive (deficit-like),,,,,,05522275+2144290,,False,,False,,False,False,False,False,True,6.786858057495067,,,False,False,True
387216796661264000,1.4704401556123283,47.393002334656856,114.98524496374525,-14.77460691201924,440.2356642590082,17.269,8.817596493124745,5.183600107882083,2.546662515816206,0.3433028416976247,0.6798267014654048,6.733883948391006,0.4497044248734411,0.97258,0.7761818393339441,positive (deficit-like),,,,,,00055291+4723348,,False,,False,,False,False,False,False,True,6.733883948391006,,,False,False,True
3441011872095590016,85.23895441773448,26.292353135111103,181.70834886612045,-2.2671646995108303,214.62158758428123,16.72736,9.906853867311373,5.800644614635915,3.115287492578618,0.2526279355425139,0.6780117773275706,6.715038457196092,0.4487837777240977,1.041533,0.814884688671893,positive (deficit-like),12.318,12.083,12.402,8.338,J054057.33+261732.5,05405733+2617328,0.23499999999999943,True,-0.08399999999999963,False,3.9800000000000004,True,True,True,False,False,6.715038457196092,Gaia DR3 3441011872095590016,*,False,False,False
3431521231324906240,89.47264031393375,28.68810177056917,181.58481121745947,2.1852769186096657,261.84549758789893,16.200502,8.913992378998362,5.128649066290249,2.658635633598197,0.2925806260904813,0.6776192526075718,6.710962627798975,0.448584461252635,1.0464343,0.353015848565845,positive (deficit-like),12.125,12.01,11.982,8.302,J055753.43+284117.2,05575343+2841176,0.11500000000000021,False,0.14300000000000068,False,3.8230000000000004,True,True,True,False,False,6.710962627798975,,,False,False,False
377817862029993472,14.090951675148297,45.69657257878272,123.83212393764728,-17.166567368025472,393.6687955135515,16.800575,8.689100766460745,5.255080538222266,2.5253571318865053,0.1990448604741821,0.6747927273730717,6.68161305042075,0.4471470766940391,1.0135148,0.4743569818675458,positive (deficit-like),13.102,12.93,12.345,9.156,J005621.80+454147.7,00562175+4541478,0.1720000000000006,False,0.7569999999999997,True,3.9459999999999997,True,True,True,False,False,6.68161305042075,,,False,False,False
3445161910017303680,87.66707549476371,32.05690267667665,177.88750171730635,2.5418969488083727,477.9451411348048,16.21811,7.5249472013560705,4.457804150549702,1.932904054473316,0.4047707814993158,0.6746060188276474,6.679674338947658,0.4470519972074072,0.9979098,1.0441624001628624,positive (deficit-like),,,,,,05504005+3203250,,False,,False,,False,False,False,False,True,6.679674338947658,Gaia DR3 3445161910017303552,*,False,False,True
382908811320488832,2.383253957556767,39.66086907774908,114.21740949131686,-22.50074185681443,355.99403583146164,16.370241,8.430644883354308,4.758620279909952,2.4704016268953364,0.2659487554804892,0.6739761414013309,6.673133928115012,0.44673111768716,0.9820475,0.6924527348101517,positive (deficit-like),12.452,12.372,12.494,9.382,J000931.98+393939.1,00093199+3939393,0.08000000000000007,False,-0.041999999999999815,False,3.0700000000000003,True,True,True,False,False,6.673133928115012,Gaia DR3 382908811320488832,Y*?,True,False,False
