source_id,ra,dec,dist_pc,phot_g_mean_mag,bp_rp,M_G,M_Ks,residual,resid_nsigma,W1,W2,W1_W2,w12_nsigma,ruwe,astrometric_excess_noise,phot_variable_flag,non_single_star,teff_gspphot
5946986063684477056,263.80723698261943,-48.67877743078911,9.679787481027113,9.293614,2.27184,9.364285274952879,5.899670883625975,0.07415921999870712,0.4197489286999286,5.557,5.266,0.2910003662109375,0.3099020994870104,0.9890191,0.12397023,NOT_AVAILABLE,0,3235.1426
5260759175761501696,98.42498690791187,-75.62874086458727,8.839353350582899,9.3847475,2.448677,9.652645029978796,6.129897513346717,0.0725024324907686,0.4103713384076798,5.66,5.446,0.21399974822998047,-0.041017636776717284,1.0885247,0.17796864,NOT_AVAILABLE,0,3244.3787
1314438839310796800,251.27624770078947,33.510924834032046,9.846252102847943,7.4861526,1.6994839,7.51979789278106,4.745645137043756,0.06627303187102385,0.3751122804425864,4.719,4.373,0.34599971771240234,0.5605540868300634,0.9850719,0.10611447,NOT_AVAILABLE,0,3880.6682
3409711211681795584,70.73548173808452,18.953202926391814,9.485192669253934,9.004439,2.3010335,9.119208569045622,5.721769089217742,0.06523364877378768,0.3692292635826288,5.486,5.27,0.21600008010864258,-0.03190139909309721,0.88777876,0.105255134,NOT_AVAILABLE,0,
1470462322431834880,205.6796933622798,33.286923865549426,9.191991912923925,10.71994,2.764947,10.902892017597242,7.1649517061653585,0.06350630028972049,0.35945229079770347,6.77,6.584,0.18599987030029297,-0.1686232331491061,0.8938793,0.37742987,NOT_AVAILABLE,0,
4293318823182081408,289.2276515036191,5.162976302668586,5.915007075883356,8.099911,2.378519,9.240134393618206,5.813223516390422,0.0632003013403235,0.35772030479252537,4.379,3.933,0.4460000991821289,1.0162920849368735,0.91293514,0.11797045,NOT_AVAILABLE,0,3235.7446
5260759175761502976,98.43896955100807,-75.62380392415764,8.839248371539995,10.212167,2.6525488,10.48009010025225,6.825923401796439,0.06086415749045848,0.3444974866684018,6.402,6.186,0.21600008010864258,-0.03190139909309721,1.1390804,0.1841551,NOT_AVAILABLE,0,
4017860992519744384,175.55067547083934,26.70295395358736,9.77503868041466,9.582008,2.4492664,9.631415938813248,6.122407531220475,0.06049926279224849,0.3424321445752056,6.017,5.69,0.32700014114379883,0.47396612723439185,1.1253774,0.15350425,NOT_AVAILABLE,0,3228.1418
3195919254111314816,63.82965602087436,-7.670903382610344,5.013747228688032,9.775309,2.9896755,11.274496434325371,7.46118771850506,0.05854672440747066,0.33138057343853144,5.701,5.325,0.37600040435791016,0.6972780940059016,1.5311921,0.5614569,NOT_AVAILABLE,0,
6021430250773348736,245.01042208462846,-37.524610446713915,8.512696256657831,9.495382,2.4885054,9.84504662138893,6.299664121694105,0.05834250728214663,0.33022468318539183,5.66,5.358,0.3020000457763672,0.3600316277076893,1.1693292,0.1836205,NOT_AVAILABLE,0,3155.9285
981548637301374336,105.98716288465668,52.69772729783498,9.023125614476156,11.699139,3.210291,11.922353624388286,7.999215005919048,0.054076956590151326,0.30608122087131295,7.548,7.337,0.2109999656677246,-0.05468873362240356,18.897764,5.11674,NOT_AVAILABLE,0,
18565464288396416,39.07167733324421,6.8780898981735605,7.223497637225653,10.333128,2.8553162,11.039390300126502,7.280262206407019,0.05401194213304805,0.30571323225547287,6.481,6.116,0.36499977111816406,0.6471442195455642,1.8051597,0.30345058,NOT_AVAILABLE,0,3002.6929
939072613334579328,103.70012922713916,33.266408018167255,5.584628669736241,8.863551,2.5611715,10.128579632202612,6.540028587738501,0.05382716079468608,0.30466735058597133,5.119,4.798,0.3210000991821289,0.4466217604231901,1.1459758,0.18602125,NOT_AVAILABLE,0,3337.7017
1349047857580994560,265.9832423101327,43.37593023818892,9.53154856036543,9.450096,2.3977938,9.554278806305046,6.06818290100109,0.05051626393580122,0.2859273286496955,5.887,5.657,0.23000001907348633,0.03190139909309721,1.088793,0.14533591,VARIABLE,0,3275.029
4365609170043180416,254.27604768745735,-4.350649323558728,8.702020274446115,10.913422,2.8370752,11.215321176853973,7.421899431553681,0.04946871010849563,0.27999806460437926,6.954,6.753,0.20100021362304688,-0.10026122956118703,0.91911286,0.16304703,VARIABLE,0,3001.3828
750586216906847104,162.43628733718958,35.542869572300205,9.732158458529945,11.625256,2.9660664,11.684209727327065,7.801954173127847,0.04257019336075274,0.24095173948750132,7.499,7.314,0.18499994277954102,-0.17318026543100154,10.243021,3.1676006,NOT_AVAILABLE,0,
3828238392559860992,153.07293731001045,-3.746747553020674,7.706867967494492,8.331761,2.2344894,8.897371766146517,5.580610272463654,0.040630967580231214,0.22997551908098432,4.838,4.47,0.3680000305175781,0.6608174895110797,1.033861,0.12769951,VARIABLE,0,3358.8308
6575069780231675264,330.6269230434408,-37.08193913674626,7.667617908644751,10.46742,2.7553616,11.044117309024655,7.294697619846188,0.040384975844487414,0.2285831801708758,6.546,6.314,0.23199987411499023,0.04101546365688805,1.0637844,0.40636083,NOT_AVAILABLE,0,
6663600360560306560,290.20411626707914,-45.57110617010142,5.90894022941132,10.752913,3.0468893,11.895365490080014,7.987451805235042,0.03989836773640931,0.22582892746883765,6.689,6.435,0.254000186920166,0.14127886633790432,1.2843816,0.44409123,NOT_AVAILABLE,0,
4911306239828325632,24.951317415506175,-56.19325138476668,8.189417113337639,5.5083017,1.0707846,5.9420367764700135,3.991735129283734,0.03510599152058269,0.19870357768016253,2.003,2.888,-0.8849999904632568,-5.049557939031356,1.2739952,0.3253838,NOT_AVAILABLE,0,5044.24
6378584028690858496,343.92147125181526,-75.4633768500233,8.597463957831629,9.292778,2.4678383,9.620926195863701,6.139148051027275,0.029404710186268446,0.1664337300154079,5.718,5.397,0.3210000991821289,0.4466217604231901,1.1405014,0.16237107,VARIABLE,0,3193.6565
1872046609345556480,316.7484792940004,38.76386244649797,3.4965652573897277,4.766713,1.4625897,7.048504952329699,4.529791716474596,0.024218982019176494,0.13708196710981316,,,,,1.2043179,0.5273935,NOT_AVAILABLE,0,4353.7437
3840711729206827520,142.68324346444365,0.32022324371767896,9.910483319954446,10.501792,2.6514645,10.521317779459363,6.890525638498669,0.023164075443855126,0.13111108574297334,6.691,6.465,0.2259998321533203,0.013671096845686275,1.1048799,0.16418591,NOT_AVAILABLE,0,3088.8386
1637645127018395776,264.1040525731971,68.3334976375916,4.549802251285675,8.02864,2.518117,9.73867718707938,6.2580372525395855,0.0022417938454193376,0.01268878724718606,4.398,3.333,1.0649998188018799,3.8372982541341747,1.2150519,0.18784787,NOT_AVAILABLE,0,3192.2751
1187851653287128576,223.62310860272,16.100530964762918,9.947846376625206,9.123367,2.281682,9.134721960104704,5.781354631460905,0.0002388520805265415,0.0013519277160751254,5.538,5.277,0.2610001564025879,0.17318026543100154,1.1933485,0.1396763,VARIABLE,0,3268.7998
2246206567973292160,307.63826397516186,65.45081813440359,8.087038541792234,9.43527,2.4840298,9.896322744910492,6.394052523200287,-0.003776894187140556,-0.021377615472396753,5.794,5.516,0.2780003547668457,0.25065633358271144,1.0511156,0.14574441,NOT_AVAILABLE,0,3384.8457
6322070093095493504,229.85630133329227,-7.722707024157902,6.300471781360879,9.421787,2.5615683,10.424921908051878,6.8401345392774635,-0.011623327276154782,-0.06578924605975746,5.743,5.42,0.3229999542236328,0.45573582498698095,1.3033525,0.19134389,NOT_AVAILABLE,0,3110.4065
5412250540681250560,146.12137189336056,-45.77909735114582,9.41861860705471,9.158753,2.31528,9.288817339357237,5.91006415408502,-0.014737196410948172,-0.08341407050456805,5.55,5.364,0.18600034713745117,-0.16862106002927688,0.9715037,0.11510396,NOT_AVAILABLE,0,3282.4324
