source_id,ra,dec,residual,alpha,alpha_upper_2sig,deficit_G_mag,dchi2,chi2_fit,cstar_nsigma,ruwe,A_0,l,b,A_0_d,sfr
673962080497735936,119.47983859389534,21.560874914183213,0.3485484386532187,-0.45,0.8,0.22258598,26.50483,8.63546,0.23557776475177564,1.0253463,0.05377389294448926,199.9307209040886,23.848474066142725,0.05377389294448926,
662497674616047104,127.20307329311616,18.78637702329239,0.21408452231845043,-0.9,0.15,0.16536269,27.518871,5.751541,0.4010971938806,1.0750965,0.04947277046832486,205.75153611101402,29.61444527278496,0.04947277046832486,
649775676544863232,122.18022903519326,11.807866579974625,0.06909826248796946,0.45,1.35,0.4610106,42.51037,2.1719818,0.2715798297558416,1.1169311,0.037075754325819735,210.79630039857275,22.428813006522603,0.037075754325819735,
654297143235692544,120.22590353938344,14.132273707624526,0.2170037007695802,0.05,1.1,0.31403866,28.891008,3.6885624,0.3685052854218306,1.0535368,0.05198089317747617,207.66516992865374,21.650182412431473,0.05198089317747617,
655915315114918144,124.80294490430802,16.26716289582415,0.3069039985541764,-0.1,0.85,0.33092877,37.91834,7.2387505,0.9230608089416474,0.95208645,0.03398255597512333,207.43273624436281,26.551054339764228,0.03398255597512333,
660150324666148480,131.0177515101711,18.218941067918234,0.08676939655270388,-0.6,0.3,0.23094818,34.95627,2.3880653,0.26342750843984863,1.059692,0.04918878953911506,207.89178498878772,32.78589474826635,0.04918878953911506,
689580780608524160,132.26002575416348,24.067559397820304,0.2876658250696309,-0.25,0.6,0.31436956,40.934193,6.712738,0.9336838818276841,0.96916205,0.07492749331736906,201.65888638175645,35.794507934828786,0.07492749331736906,
701522164080721664,139.10507306653187,32.18000966655877,0.32184740403531453,-0.15,1.15,0.26758164,26.282864,6.2624016,0.6015031792653895,0.91951525,0.04904789924667703,193.1276287585834,43.4890371701149,0.04904789924667703,
718015938009403648,132.89601728562204,37.50053377398039,0.2041771719447869,0.35,1.45,0.37899917,31.324305,3.5028973,0.22926307434302642,1.0261395,0.061945101895887915,185.22282165795173,39.12494048302665,0.061945101895887915,
708040962362998144,127.09106714908268,30.450522575362957,0.2479280908859618,-0.5,0.6,0.21877305,27.37042,5.085722,0.11859174221112817,1.0645536,0.06635283888002325,192.7015337300547,33.09170552397723,0.06635283888002325,
719074939505409280,137.74204852552646,38.68953674865636,0.15466593089313463,0.4,1.4,0.42831343,38.285637,3.3513985,1.3428902509914293,1.0476632,0.033584400257971686,184.07859800165298,43.025031470174156,0.033584400257971686,
751570004935632128,160.2536930115087,36.25590240188882,0.398306288787297,0.25,1.3,0.38769868,35.953316,5.886772,0.5457442587633011,0.9895859,0.02902302191897701,186.4384084022175,60.95407380291305,0.02902302191897701,
746676181759635200,151.62863160530503,32.90793635855498,0.10668122884524145,0.3,1.3,0.36633506,30.62726,2.3097973,0.7230558392901567,1.0219386,0.02621287400232273,193.46211451189833,54.062688265551834,0.02621287400232273,
