HIP,Gaia,RA_ICRS,DE_ICRS,RV,e_RV,plx,e_plx,pmRA,pmDE,e_pmRA,e_pmDE,pmRApmDEcor,pmRAhg,pmDEhg,e_pmRAhg,e_pmDEhg,pmRApmDEhg,pmRAhip,pmDEhip,e_pmRAhip,e_pmDEhip,pmRApmDEhip,EpochRAgaia,EpochDEgaia,EpochRAhip,EpochDEhip,dpmRA,dpmDE,chi2,source_id,local_resultant,dv_kms
85567,4556905020537693696,262.30313017746,22.13188711291,-5.038,1.474,10.3542,0.1559,-35.225,-122.088,0.134,0.187,-0.0187,-35.312,-122.749,0.02,0.029,-0.2815,-34.565,-121.399,0.804,1.055,-0.1902,2015.9,2016.1,1991.2,1991.2,1e-04,-0.0002,12.75,4556905020537693696,0.49323187808620306,0.30689859802505143
19157,39026791568954112,61.59571506443,14.40248651811,69.56,0.212,17.2761,0.0593,57.65,66.323,0.099,0.058,0.1213,65.511,62.133,0.032,0.026,0.2333,67.091,59.01,0.995,0.77,0.1965,2016.2,2015.6,1991.1,1991.1,-0.0017,-0.002,11660.0,39026791568954112,0.4861308069498057,2.444591783734891
84187,4566990737619613184,258.13687011882,20.79914733178,-55.019,0.586,12.1324,0.0687,-259.762,-185.582,0.071,0.079,-0.0181,-259.549,-185.326,0.028,0.035,-0.0798,-259.193,-184.585,0.971,1.218,-0.1567,2015.8,2016.1,1991.1,1991.2,-0.0033,-0.0047,16.99,4566990737619613184,0.4664600130360932,0.12693989279856577
21588,3309990523179108480,69.53972623055,16.03321751201,38.4,2.9,17.8209,0.4222,84.967,-8.794,0.783,0.458,0.2548,92.486,-24.944,0.058,0.037,0.2911,110.744,-40.267,1.86,1.331,0.4795,2015.9,2015.9,1991.4,1991.3,-0.0015,0.0,1603.0,3309990523179108480,0.4577142882829112,4.738189200432964
21673,3309925278333043328,69.78859297705,15.7995549231,26.1,10.0,17.0392,0.4237,35.477,-63.675,0.639,0.335,0.0125,38.144,-69.83,0.047,0.029,0.1035,37.899,-71.076,2.653,1.748,0.6626,2015.9,2015.9,1991.4,1991.5,-0.0004,0.0007,355.1,3309925278333043328,0.45630128135583436,1.8655252811266307
50849,5472788001629290496,155.7470438211,-24.33376692625,,,4.5755,0.0492,20.387,-20.535,0.066,0.073,0.0662,21.556,-21.813,0.02,0.016,-0.0931,22.384,-24.48,0.598,0.506,-0.1515,2015.8,2015.8,1991.4,1991.5,0.0,0.0,612.1,5472788001629290496,0.4511942961780737,1.794831429612353
8323,520079071642252416,26.83021950787,68.58984518754,,,3.6391,0.0782,-8.525,1.513,0.09,0.115,-0.2367,-6.701,-0.878,0.027,0.027,-0.2399,-8.069,-0.725,0.785,0.786,-0.2655,2016.2,2016.0,1991.2,1991.2,0.0,0.0,637.1,520079071642252416,0.4478467495605898,3.911701215444014
64194,1556555732153431680,197.3438884384,51.15489963168,-39.309,0.376,8.0818,0.0386,-63.87,-11.668,0.041,0.058,0.1019,-65.429,-14.855,0.026,0.029,0.1038,-67.187,-12.547,0.818,0.754,0.0591,2015.9,2016.0,1991.4,1991.2,-0.0005,-0.0004,3173.0,1556555732153431680,0.4464590877961102,2.081519383455327
99885,2084473973811564544,303.98754005012,48.45133173504,,,3.9551,0.0217,-8.472,-15.015,0.03,0.032,-0.1292,-6.606,-15.709,0.025,0.022,-0.1689,-4.764,-12.216,0.863,0.596,-0.1239,2016.1,2016.2,1991.0,1991.3,0.0,0.0,2427.0,2084473973811564544,0.4461896582989825,2.38449807369673
99785,2084127627652690560,303.689937614,47.44062885114,-21.8,3.7,3.994,0.0472,7.299,5.341,0.071,0.073,-0.1049,8.045,5.581,0.018,0.016,-0.0037,7.972,5.834,0.583,0.516,0.0122,2016.1,2016.2,1991.2,1991.2,0.0,0.0,122.7,2084127627652690560,0.4452937974780637,0.9264008908888274
54553,3968790785004484992,167.4469907457,15.52217298847,4.146,0.561,22.7246,0.0151,-80.396,-182.106,0.027,0.02,0.043,-79.978,-181.975,0.138,0.092,-0.3215,-81.795,-180.55,3.996,2.838,0.0835,2015.7,2015.9,1991.7,1991.5,0.0004,0.0003,14.62,3968790785004484992,0.4451891876620781,0.0926110111781875
20877,3312910967798031360,67.10991877435,16.35975600876,16.661,0.161,16.803,0.1038,9.504,18.501,0.17,0.106,-0.0933,8.881,18.648,0.022,0.013,0.131,8.027,18.636,0.791,0.509,-0.1712,2016.0,2015.8,1991.3,1991.1,-1e-04,-1e-04,14.35,3312910967798031360,0.44294820300118704,0.17977554896489625
111294,1909242641024226304,338.19188015317,40.83019657271,,,2.1021,0.0261,-2.9,-6.312,0.024,0.037,-0.5041,-0.792,-5.888,0.031,0.03,-0.1998,1.057,-5.534,0.948,0.955,-0.1746,2016.3,2016.1,1991.2,1991.5,0.0,0.0,3781.0,1909242641024226304,0.43603955576578846,4.843523093231335
56282,3797206978968367616,173.07766610477,-0.41544312769,4.108,2.32,15.1318,0.2036,44.874,-157.942,0.255,0.194,-0.1531,43.361,-161.347,0.035,0.026,-0.2657,43.013,-158.209,1.116,0.79,0.0427,2016.0,2015.8,1991.2,1991.3,-1e-04,0.0002,377.2,3797206978968367616,0.43589316254846755,1.1662627908118421
21654,3309170875916905856,69.73925629058,14.10547702702,41.961,0.214,18.3908,0.2979,91.536,-20.423,0.441,0.277,0.111,99.652,-22.543,0.035,0.021,0.2066,103.284,-21.205,1.143,0.819,0.3322,2016.0,2016.0,1991.3,1991.1,-0.0018,0.0003,431.4,3309170875916905856,0.43426636408404934,2.162531912625937
62764,1528872640704853504,192.92765599562,44.02324258652,-2.559,0.445,7.0446,0.038,-41.54,-20.812,0.036,0.046,0.4393,-42.189,-20.588,0.03,0.032,-0.0346,-42.581,-21.631,0.841,0.866,-0.0885,2015.9,2015.9,1991.1,1991.1,0.0,-1e-04,256.4,1528872640704853504,0.43356790982847054,0.4584087239618742
20873,3310919202484088832,67.09798172481,14.74088950318,43.58,1.738,18.0316,0.5236,96.553,-15.772,0.771,0.398,-0.0851,104.08,-20.008,0.064,0.037,0.3185,109.679,-20.432,2.001,1.385,0.2221,2016.2,2015.8,1991.2,1991.0,-0.002,0.0002,191.2,3310919202484088832,0.433213984312641,2.270645483702081
13263,542487702728812928,42.66007970926,70.94953121266,,,3.532,0.0159,9.047,-13.317,0.017,0.025,-0.2372,9.494,-13.471,0.023,0.029,-0.2539,10.657,-14.798,0.708,0.896,-0.2383,2016.2,2016.2,1991.1,1991.1,0.0,0.0,241.7,542487702728812928,0.43102332777571883,0.6311573456522312
83692,4568140654982359424,256.57472804755,22.08398562861,-96.738,0.146,9.2856,0.0479,-98.351,-37.904,0.039,0.052,0.1302,-98.244,-38.069,0.013,0.014,0.1652,-97.42,-38.384,0.549,0.571,0.1265,2015.8,2016.0,1991.1,1991.0,-0.0021,-0.0011,18.51,4568140654982359424,0.4304017897103113,0.10189122471039737
23420,4817315003724089856,75.50308900681,-39.07724416472,,,5.2404,0.019,17.013,34.634,0.027,0.036,-0.1582,17.041,34.51,0.018,0.023,-0.051,16.406,34.8,0.493,0.773,0.1337,2016.0,2016.1,1991.4,1991.2,0.0,0.0,8.533,4817315003724089856,0.4283820998819562,0.11473724174640032
86254,4557634031105654400,264.3794902256,24.3100144674,-4.0,999.0,12.1085,0.2122,-25.328,1.821,0.236,0.273,-0.187,-11.61,6.593,0.011,0.016,-0.0215,-6.021,8.604,0.336,0.487,0.1261,2016.0,2016.1,1991.3,1991.3,0.0,0.0,4191.0,4557634031105654400,0.4281184139186446,5.685786613938367
25371,2985657480868113024,81.4126955333,-13.13262134491,-3.724,0.482,10.8059,0.02,-13.488,-69.441,0.026,0.025,-0.1077,-13.591,-69.398,0.021,0.02,0.0161,-13.602,-69.446,0.642,0.598,-0.141,2016.2,2016.3,1991.0,1991.2,0.0,-1e-04,10.55,2985657480868113024,0.4277055774659521,0.04730198315144118
5581,2482706399504319104,17.89591758164,-5.34024026239,,,3.008,0.0846,29.885,-5.335,0.137,0.113,0.6169,30.113,-8.368,0.031,0.024,0.2654,27.284,-6.298,1.02,0.701,0.3264,2016.0,2015.6,1991.3,1991.2,0.0,0.0,1158.0,2482706399504319104,0.426728598892718,4.793284801252911
102062,2063614004844763136,310.25153221376,39.08231971018,-20.4,7.4,3.99,0.2899,4.654,-1.951,0.393,0.414,-0.1401,3.713,-0.434,0.017,0.018,-0.1365,5.41,0.009,0.368,0.376,-0.0412,2016.1,2016.3,1991.3,1991.2,0.0,0.0,23.05,2063614004844763136,0.42635331334473686,2.1200470199615373
83490,4561598148480043520,255.96140165095,19.80060441923,-37.022,0.244,9.5532,0.0389,1.95,23.722,0.036,0.04,0.0657,1.846,23.6,0.028,0.029,-0.1432,0.537,22.687,0.894,0.878,0.1384,2015.9,2016.1,1991.2,1991.2,0.0,0.0002,11.41,4561598148480043520,0.4236770321503462,0.08061620101843464
13376,516267923817806592,43.027547407,65.63523159138,-3.0,2.5,3.3231,0.0219,-6.387,2.694,0.018,0.032,-0.4244,-6.211,1.974,0.013,0.016,-0.174,-6.265,1.391,0.379,0.539,-0.2698,2016.4,2016.4,1991.4,1991.2,0.0,0.0,396.2,516267923817806592,0.42198836687018576,1.050672876532316
85299,4059760254009463936,261.46317334497,-28.65601894598,15.098,0.364,14.3097,0.0206,-2.776,-105.852,0.03,0.021,0.1848,-5.136,-104.452,0.05,0.028,0.1128,-5.276,-110.558,1.715,0.86,0.084,2016.1,2016.4,1991.1,1990.9,0.0,0.0006,3773.0,4059760254009463936,0.4214920107467388,0.9091301368808153
55791,3812739573575629184,171.45823161408,3.85993630238,2.9,0.9,16.195,0.0761,-76.523,-29.035,0.115,0.094,-0.1478,-77.558,-37.812,0.022,0.019,-0.3529,-83.458,-34.314,0.664,0.653,-0.3076,2015.8,2015.8,1991.2,1991.2,1e-04,0.0,8928.0,3812739573575629184,0.4212900882169951,2.586382882779358
101284,2180065583451898880,307.94386216271,49.54238750729,-21.0,4.7,4.0736,0.0986,7.815,5.208,0.142,0.13,-0.301,7.388,5.827,0.026,0.027,0.156,8.593,7.696,0.681,0.679,0.1458,2016.2,2016.3,1991.4,1991.2,0.0,0.0,24.68,2180065583451898880,0.42111659823034,0.8746120361439577
111222,1909191926050052864,338.01191830616,40.3945782476,,,2.1405,0.0197,-3.49,-8.649,0.016,0.025,-0.5973,-2.861,-9.137,0.045,0.039,0.0715,-1.941,-7.471,1.389,1.429,0.0366,2016.3,2015.9,1991.1,1991.3,0.0,0.0,270.6,1909191926050052864,0.4206892011892127,1.7593509733341748
21402,3293714285052444800,68.91382450253,10.16061369991,23.97,0.18,19.5061,0.8276,47.937,-31.407,1.554,0.998,-0.455,50.418,-44.258,0.061,0.027,0.0342,43.759,-51.758,1.044,0.892,0.4987,2015.9,2016.0,1991.0,1990.8,-0.0006,0.0004,76.94,3293714285052444800,0.42043741507310195,3.180052803569338
85930,4549810348739267328,263.41412128724,16.31729528627,-23.693,0.129,10.1079,0.0438,-0.307,-55.438,0.057,0.056,0.1194,-1.687,-59.005,0.018,0.017,-0.1501,-5.67,-63.043,0.508,0.538,0.1779,2016.1,2016.3,1990.9,1991.0,0.0,-0.0003,4077.0,4549810348739267328,0.4199880838230555,1.7952797078968592
111590,1907904810250445440,339.09576645827,38.10506859315,,,2.1067,0.0347,-1.682,-6.829,0.043,0.042,-0.191,-1.685,-6.277,0.043,0.034,0.1173,-2.857,-7.485,1.466,1.118,0.0932,2016.0,2016.1,1991.2,1991.4,0.0,0.0,105.1,1907904810250445440,0.4187905559681978,1.2415073484742434
83507,4562009022231020416,255.9981680088,20.88010209019,-20.143,0.594,11.576,0.0966,-18.505,-26.926,0.096,0.121,0.1778,-18.535,-29.172,0.034,0.033,0.0031,-20.546,-24.545,1.029,1.124,0.3157,2015.9,2016.0,1991.1,1991.0,-1e-04,-0.0002,329.0,4562009022231020416,0.4152294352270303,0.9213084262110118
54998,3812275820186816128,168.91219946295,4.47730880589,-32.077,0.337,11.577,0.0216,-21.877,-105.146,0.036,0.027,-0.0605,-22.03,-105.179,0.033,0.028,-0.4986,-20.543,-105.973,0.969,0.85,-0.253,2016.1,2015.9,1991.3,1991.2,-0.0002,-0.001,13.06,3812275820186816128,0.4142809158934263,0.062193370325479426
103356,2162139936140541952,314.10184191354,43.90055886107,-4.572,0.133,3.9708,0.0257,-5.015,-22.608,0.04,0.046,-0.183,-4.691,-21.107,0.019,0.017,-0.1312,-2.671,-24.207,0.574,0.528,-0.1679,2016.1,2016.3,1991.2,1991.6,0.0,0.0,1087.0,2162139936140541952,0.4128472093464676,1.8302665686954227
71628,3650096824297677824,219.74789760672,-0.33238388856,,,4.0958,0.027,-25.801,-3.215,0.035,0.033,-0.3921,-26.016,-3.366,0.057,0.034,-0.2472,-28.806,-3.702,1.853,1.122,-0.0823,2016.0,2016.3,1991.1,1991.4,0.0,0.0,29.21,3650096824297677824,0.4090826037360533,0.30308099695850227
56497,5370395706424118784,173.73569677338,-49.13568152364,-0.615,0.135,16.5743,0.0559,-172.566,182.001,0.059,0.057,0.3021,-172.558,184.916,0.011,0.015,0.322,-172.685,188.856,0.382,0.5,0.2246,2016.1,2015.9,1991.2,1991.3,0.0022,0.0021,2648.0,5370395706424118784,0.40895157157588385,0.8352934403318333
55323,3817382433222679296,169.93584772671,6.18930133778,-6.765,0.122,16.1205,0.5774,118.483,-207.507,1.004,0.702,0.007,119.51,-213.609,0.063,0.053,-0.5192,124.771,-218.256,1.527,1.486,-0.4638,2015.9,2016.0,1991.5,1991.5,0.0002,-0.0006,76.16,3817382433222679296,0.4082236119095731,1.8196635576739695
21308,3293752390000875648,68.62633795885,10.01612152439,-62.3,3.0,19.6734,0.0655,115.292,-67.869,0.098,0.055,-0.1542,115.89,-67.977,0.031,0.018,0.0877,116.229,-67.597,1.099,0.749,0.0642,2015.9,2016.0,1991.3,1991.0,0.0035,-0.0023,34.94,3293752390000875648,0.4075667393359138,0.14821694918397527
10033,2494291678648211840,32.28763832893,-2.33216280335,-12.425,0.273,15.5874,0.021,-91.586,-45.316,0.034,0.026,0.1043,-92.092,-45.541,0.026,0.018,0.2773,-92.692,-45.434,0.861,0.633,0.2262,2016.0,2016.0,1991.5,1991.8,-0.0005,-0.0002,167.4,2494291678648211840,0.40750762555486697,0.16765513409990418
96006,2128398535625474944,292.81098524807,47.06084404696,,,4.0494,0.1314,4.067,4.909,0.22,0.226,0.1497,4.087,5.713,0.027,0.026,0.0712,6.618,8.097,0.846,0.744,0.1537,2016.1,2016.3,1991.2,1991.3,0.0,0.0,12.65,2128398535625474944,0.4057938769921387,0.9376409579227162
111344,1981633180927608064,338.3573176178,42.62966807877,,,2.0771,0.0185,-3.303,-9.459,0.02,0.023,-0.2926,-3.602,-8.889,0.023,0.029,-0.4711,-1.866,-7.2,0.698,0.912,-0.4068,2016.2,2016.1,1991.0,1991.3,0.0,0.0,251.8,1981633180927608064,0.40556378183087916,1.4712173655599394
54639,3817965105665685504,167.74744055802,6.4175277383,63.867,0.713,12.1413,0.0197,-567.731,-514.249,0.032,0.027,-0.2368,-567.2,-514.104,0.132,0.098,-0.1494,-565.197,-509.827,4.751,2.761,0.174,2016.1,2016.3,1991.2,1991.4,0.0132,0.008,19.42,3817965105665685504,0.40449492541613036,0.2227391171432512
96817,2080457973229581312,295.19503751768,46.38521865156,1.925,0.145,4.1559,0.014,16.815,-53.964,0.022,0.024,-0.0577,19.374,-52.999,0.019,0.017,-0.0974,20.78,-48.92,0.589,0.528,0.0374,2016.0,2016.1,1991.3,1991.2,-1e-04,0.0,9152.0,2080457973229581312,0.40422768070645515,3.1160275409187315
65132,3625301256543695744,200.20367720122,-7.90481587828,120.607,2.095,16.9486,0.0312,-128.873,-236.184,0.049,0.037,-0.6177,-129.294,-238.334,0.082,0.042,-0.3197,-127.261,-240.375,2.227,1.268,-0.433,2015.8,2015.6,1991.4,1990.8,0.0063,0.0124,1983.0,3625301256543695744,0.4035879848288787,0.6087905321404088
111605,1907878250172573568,339.15484294147,37.72928851622,4.7,999.0,2.078,0.0336,-1.977,-5.823,0.043,0.041,-0.1805,-1.876,-5.717,0.026,0.021,0.0612,-2.217,-7.287,0.9,0.703,0.196,2016.0,2016.1,1991.2,1991.3,0.0,0.0,10.51,1907878250172573568,0.4034243588730709,0.3300734115425687
95687,2129222688308337408,291.93941978228,47.53709559517,-1.064,0.153,4.0769,0.0344,-14.194,36.634,0.057,0.064,-0.0831,-15.118,36.522,0.022,0.018,0.0019,-15.741,36.214,0.639,0.57,0.1179,2015.9,2016.1,1991.3,1991.2,0.0,0.0,237.4,2129222688308337408,0.40297823243548453,1.0849905303804441
84579,4570439630716113408,259.33949968569,25.02225681399,-15.976,0.598,12.028,0.1211,-4.129,-94.839,0.136,0.159,0.0269,-12.498,-107.212,0.024,0.039,0.0893,-18.163,-118.176,0.713,1.258,0.0194,2016.1,2016.2,1991.2,1991.2,0.0,-0.0005,9169.0,4570439630716113408,0.40230428463712997,5.888467815176489
111438,1907463665569243008,338.64141383471,37.1023426161,-4.935,0.127,2.0882,0.0184,6.273,-9.474,0.023,0.022,-0.1619,5.571,-8.63,0.03,0.025,-0.0593,2.782,-9.949,1.061,0.852,-0.0655,2016.1,2016.1,1991.4,1991.4,0.0,0.0,899.7,1907463665569243008,0.40222966394147264,2.49465887213438
62197,1541016128160280192,191.21967602466,44.90245771005,3.34,2.676,7.1808,0.1891,6.746,-11.308,0.146,0.194,0.4713,6.386,-13.087,0.039,0.034,0.1278,7.63,-14.314,1.266,0.988,0.2851,2016.0,2015.8,1991.1,1991.1,0.0,0.0,85.38,1541016128160280192,0.4019571784797266,1.198796331498213
59080,3895404602962524544,181.73656780883,5.80235242119,2.585,0.216,22.0782,0.0243,240.863,-239.979,0.048,0.022,-0.3767,240.879,-243.087,0.055,0.038,-0.202,243.034,-246.794,1.471,0.851,-0.1442,2016.3,2015.8,1991.2,1991.6,-0.0007,0.0,5319.0,3895404602962524544,0.4006296570738275,0.6671994402120817
84976,4569257312120140800,260.51884441936,23.16162961049,,,12.5899,0.3496,-18.714,56.076,0.352,0.449,0.0848,-13.55,58.357,0.025,0.034,0.1334,-9.463,53.072,0.757,1.138,-0.0119,2015.8,2016.0,1991.5,1991.1,0.0,0.0,228.9,4569257312120140800,0.4006190287197282,2.1251643448331987
111429,1933243090072160896,338.62576062136,40.77488365007,-17.2,3.0,2.0603,0.0446,-1.631,-3.357,0.037,0.056,-0.4766,-2.402,-3.32,0.017,0.016,-0.1832,-1.841,-3.508,0.584,0.539,-0.0731,2016.4,2016.1,1991.5,1991.4,0.0,0.0,417.9,1933243090072160896,0.40031239243359745,1.781499303002045
8694,4962737682923477248,27.96765807204,-37.04177429563,0.076,0.185,11.6175,0.0181,20.07,42.765,0.014,0.019,-0.3196,20.31,42.7,0.017,0.019,0.0225,20.085,42.083,0.543,0.52,0.151,2016.0,2015.9,1991.4,1991.2,0.0,0.0,115.2,4962737682923477248,0.3999370434915617,0.10306435429806476
59905,3583796994697993856,184.31289115462,-7.81243587996,-4.378,0.493,20.9594,0.0228,-103.779,-52.214,0.032,0.024,-0.1503,-103.872,-52.059,0.066,0.034,-0.2116,-103.24,-51.32,1.695,0.917,-0.242,2016.1,2016.1,1991.1,1991.3,-0.0003,0.0,13.87,3583796994697993856,0.39987271397639557,0.04076471487533823
87366,5920877953901286016,267.77250541884,-54.26539943444,-5.986,4.121,4.6628,0.028,3.038,-47.354,0.037,0.035,-0.0094,1.506,-47.268,0.035,0.026,-0.3982,7.479,-48.477,1.189,0.766,-0.5121,2016.3,2016.4,1991.0,1991.1,0.0,0.0,918.6,5920877953901286016,0.39914939419674617,1.5620374005719313
112744,1932751470935475456,342.48751544772,41.23583625334,-9.843,1.913,2.0203,0.0216,18.85,-5.141,0.018,0.026,-0.2895,18.189,-4.472,0.04,0.034,-0.0262,18.667,-5.376,1.07,1.056,0.0752,2016.6,2016.1,1991.2,1991.5,0.0,0.0,434.8,1932751470935475456,0.39867526408204274,2.2107094816811506
55982,3800325090865568640,172.10376446611,2.78266617552,6.061,2.169,19.8879,0.0917,-119.22,-68.959,0.115,0.094,-0.1756,-118.976,-69.755,0.023,0.019,-0.3097,-118.965,-70.266,0.696,0.62,-0.1836,2016.0,2015.7,1991.2,1991.3,0.0004,0.0002,68.78,3800325090865568640,0.39848105523456434,0.19845050911407047
54299,3968543807205045248,166.63246846866,14.26102938601,16.332,0.227,24.6272,0.1042,201.388,-308.971,0.197,0.129,0.1583,204.289,-308.944,0.058,0.037,-0.452,208.263,-303.658,1.225,0.964,-0.3027,2015.8,2015.9,1991.5,1991.5,-0.003,0.0025,201.8,3968543807205045248,0.3959800425842417,0.5588953419677943
63212,1527702244937849856,194.28374693305,42.39123280058,8.807,0.2,7.1095,0.0132,-70.527,12.887,0.017,0.018,0.2585,-70.705,12.863,0.031,0.031,-0.0659,-72.352,12.215,0.927,0.99,-0.0333,2015.9,2015.9,1991.1,1991.1,1e-04,-0.0003,25.5,1527702244937849856,0.394901732181658,0.11671030545601661
111400,1908337811673245440,338.53031118496,39.33550973204,-22.4,999.0,2.0267,0.0329,-2.866,-6.36,0.038,0.047,-0.2602,-2.298,-4.972,0.031,0.028,0.0704,-0.18,-7.735,1.154,0.94,0.2074,2016.0,2016.1,1991.0,1991.4,0.0,0.0,896.3,1908337811673245440,0.3944324181497973,3.505171526090513
62969,6185219928099991168,193.55278220007,-29.40416765712,,,4.5798,0.2417,-22.198,0.043,0.362,0.204,-0.2914,-19.697,0.067,0.073,0.061,-0.227,-18.486,0.335,1.099,0.69,-0.1773,2016.5,2016.5,1990.9,1991.2,0.0,0.0,50.53,6185219928099991168,0.393624029071361,2.5903949272446565
102127,1856573663242004096,310.43498179107,28.26963315725,-2.345,0.419,5.5062,0.2043,-3.771,-12.191,0.221,0.227,-0.2871,-2.846,-13.684,0.018,0.021,-0.052,-1.979,-13.626,0.52,0.63,0.1702,2015.9,2016.1,1991.3,1991.2,0.0,0.0,48.69,1856573663242004096,0.39256370290312864,1.5129793123525659
58384,5369011455643660032,179.57809696737,-51.51584840325,38.853,0.287,13.9982,0.12,30.556,-2.874,0.127,0.122,0.3441,30.6,-1.958,0.053,0.043,0.2508,30.593,-1.417,1.082,0.911,0.2029,2016.2,2015.9,1991.0,1991.2,-0.0004,1e-04,54.45,5369011455643660032,0.39184333754009126,0.31169463645860973
12170,5127288703349930112,39.2088808829,-20.12211460874,-6.941,0.14,6.6609,0.0242,-33.124,-39.526,0.031,0.031,-0.1231,-33.087,-39.626,0.018,0.017,0.2177,-34.489,-40.468,0.579,0.549,0.3164,2016.5,2016.4,1991.1,1991.2,-1e-04,0.0,8.756,5127288703349930112,0.39113484306622415,0.07652830091772322
88405,6417918885377868288,270.76989062846,-74.31170899554,-29.052,0.681,18.4054,0.1466,-29.342,1.362,0.163,0.197,0.0915,-27.997,1.939,0.019,0.028,-0.072,-28.779,1.904,0.542,0.814,-0.119,2016.0,2016.1,1991.2,1991.1,-0.0004,0.0002,72.06,6417918885377868288,0.3905762980049436,0.3760147229090974
41404,680022210631907456,126.69609118642,26.93549385137,-28.5,4.3,9.4528,0.0351,-7.487,1.202,0.047,0.037,-0.4569,-7.322,1.143,0.033,0.022,-0.203,-9.018,0.841,0.84,0.721,-0.3111,2016.2,2015.9,1991.4,1991.1,-1e-04,0.0,8.426,680022210631907456,0.3904039428533924,0.09022293380224297
77066,1404300206661736320,236.0404672329,50.9077744202,-8.741,0.195,2.4695,0.0135,0.854,-5.421,0.024,0.023,0.0763,2.397,-5.271,0.03,0.027,0.1335,3.347,-4.674,0.85,0.841,0.0489,2016.0,2016.1,1991.3,1991.2,0.0,0.0,1611.0,1404300206661736320,0.3893025865204034,2.9787685789887712
64123,1526003499473980800,197.13611821401,42.1477495719,-14.3,2.3,6.9441,0.0377,-22.393,-19.152,0.034,0.036,0.677,-25.603,-22.312,0.023,0.022,0.2544,-26.178,-21.33,0.679,0.664,0.0835,2015.8,2015.7,1991.1,1991.0,0.0,-1e-04,7643.0,1526003499473980800,0.3891131296689087,3.0737950039767696
63594,1529948650273423744,195.4839852622,45.44214145982,-6.143,3.371,7.7747,0.0133,26.368,-9.332,0.012,0.015,0.3737,26.502,-11.419,0.03,0.031,0.2903,26.123,-13.496,0.951,0.868,0.0539,2016.0,2015.9,1991.2,1991.1,0.0,-1e-04,4192.0,1529948650273423744,0.38888484225128905,1.2767191060534449
91951,2098135543220177152,281.14741836687,39.07097729714,,,3.7063,0.029,1.498,7.875,0.044,0.046,-0.1682,1.415,8.416,0.019,0.018,-0.0485,1.907,8.555,0.572,0.668,-0.0276,2016.1,2016.2,1991.1,1991.3,0.0,0.0,118.4,2098135543220177152,0.3888117800983136,0.6956731256399443
8573,5136309818298723840,27.63807385796,-20.04406795931,20.834,0.809,5.031,0.1052,24.525,-40.82,0.125,0.1,0.0596,26.602,-41.022,0.042,0.029,0.2104,25.557,-42.259,1.122,0.821,0.4689,2015.9,2015.9,1991.4,1991.1,0.0,1e-04,259.8,5136309818298723840,0.3887508878563085,1.9694138622728556
44135,5297546498364785536,134.83551513763,-63.46674207302,,,6.9146,0.0457,-39.741,16.413,0.099,0.085,0.1412,-38.742,15.755,0.025,0.022,-0.0344,-36.763,15.658,0.614,0.565,-0.2086,2016.0,2016.2,1991.5,1991.4,1e-04,0.0002,173.5,5297546498364785536,0.38871025773051693,0.8203130196889828
65078,3624877291732019968,200.09215892959,-9.05977739322,2.042,0.164,15.9058,0.026,50.8,-12.623,0.044,0.032,-0.4175,50.896,-12.495,0.043,0.027,-0.405,50.788,-11.874,1.195,0.732,-0.3645,2016.0,2016.0,1991.4,1990.8,0.0,0.0,18.84,3624877291732019968,0.38832123884632497,0.0482340598096759
5865,533119348267191296,18.80084679922,69.61525712973,,,3.5107,0.0202,9.985,-15.141,0.026,0.03,-0.162,10.039,-15.006,0.02,0.022,-0.17,10.884,-15.56,0.634,0.703,-0.2161,2016.3,2016.0,1991.3,1991.2,0.0,0.0,18.66,533119348267191296,0.38767310163527313,0.19935254171502226
82383,5964445792916037376,252.51482851665,-43.64085684517,1.578,10.027,25.73,0.0797,56.389,-202.515,0.125,0.101,0.0698,58.901,-206.186,0.064,0.049,-0.1488,59.452,-209.88,1.934,1.433,-0.0722,2016.2,2016.3,1991.2,1991.2,0.0006,0.0004,1420.0,5964445792916037376,0.3872945239285022,0.8194943179809586
4100,377521891539083392,13.15836133788,45.13328981777,-2.576,1.235,3.4805,0.099,-2.499,-23.709,0.136,0.096,-0.2284,1.028,-24.943,0.022,0.018,0.0614,-3.316,-24.234,0.663,0.507,0.1097,2016.3,2016.3,1991.5,1991.7,0.0,0.0,704.3,377521891539083392,0.3863950783843132,5.086393833984417
41574,678641911223796608,127.15312062039,24.14470259877,9.0,4.3,8.4885,0.2314,-30.946,-49.719,0.374,0.33,-0.5657,-30.414,-50.946,0.034,0.023,-0.1745,-31.463,-51.938,1.364,1.308,-0.5669,2016.1,2015.9,1991.5,1991.2,1e-04,1e-04,14.4,678641911223796608,0.38553666452241697,0.7466468406569006
64363,1526668978884257920,197.87614740685,44.1121256042,-11.259,0.475,7.3303,0.0616,-107.461,-8.026,0.061,0.068,0.2852,-107.192,-8.052,0.053,0.053,0.3133,-108.492,-7.8,1.677,1.494,0.1809,2016.0,2015.7,1991.0,1991.1,-0.0002,-0.0007,13.02,1526668978884257920,0.385456812095252,0.1778368438667279
10523,5125016940528535168,33.90296054208,-19.99819745881,-14.63,2.138,5.0814,0.0864,7.099,-15.704,0.102,0.093,0.0636,8.383,-18.872,0.05,0.047,0.2563,8.662,-23.754,1.572,1.422,0.3503,2015.9,2016.1,1991.3,1991.3,0.0,0.0,1140.0,5125016940528535168,0.38484322251852976,3.190044908252853
