HIP,Gaia,RA_ICRS,DE_ICRS,RV,e_RV,plx,e_plx,pmRA,pmDE,e_pmRA,e_pmDE,pmRApmDEcor,pmRAhg,pmDEhg,e_pmRAhg,e_pmDEhg,pmRApmDEhg,pmRAhip,pmDEhip,e_pmRAhip,e_pmDEhip,pmRApmDEhip,EpochRAgaia,EpochDEgaia,EpochRAhip,EpochDEhip,dpmRA,dpmDE,chi2,source_id,local_resultant,dv_kms
83056,4565081019061253632,254.57036338952,21.67150639172,51.612,0.543,9.7863,0.2383,-69.554,-159.326,0.297,0.311,0.1846,-61.661,-170.07,0.049,0.054,0.0735,-63.552,-161.798,1.405,1.769,0.2422,2015.9,2016.1,1991.1,1991.1,0.0012,0.0019,2243.0,4565081019061253632,0.38372340107882935,6.458914605525101
22616,3294404022439950720,72.98835675451,9.87258100879,38.018,0.555,18.6035,0.05,20.708,-28.117,0.074,0.049,-0.0371,20.94,-28.249,0.028,0.017,0.2628,22.253,-29.141,1.144,0.915,0.6194,2016.0,2015.9,1991.1,1990.8,-0.0004,0.0005,15.06,3294404022439950720,0.3836586936532457,0.0684346997031134
103528,1873462058759751552,314.61365284643,41.35777158618,-52.609,2.228,4.059,0.1859,3.742,4.363,0.255,0.268,-0.0678,6.563,5.781,0.021,0.024,-0.1114,5.667,4.661,0.583,0.883,-0.0152,2016.2,2016.3,1991.3,1991.6,0.0,0.0,158.2,1873462058759751552,0.383630979516439,3.6838573711016793
44030,5760861216335946880,134.49371419552,-4.85947549271,-8.2,0.5,18.1214,0.1356,-19.077,-47.047,0.189,0.159,-0.2945,-9.863,-36.788,0.03,0.016,-0.2263,-15.107,-33.795,0.831,0.443,-0.3416,2016.0,2016.2,1991.6,1991.3,-1e-04,-0.0002,8998.0,5760861216335946880,0.3829252187266253,3.608736098091998
41798,904852749165352192,127.83310720363,37.26481091358,16.0,4.3,5.5122,0.0481,-15.222,-30.07,0.061,0.055,-0.4533,-14.807,-29.84,0.022,0.013,-0.266,-14.404,-29.238,0.752,0.521,-0.4567,2016.1,2015.9,1991.5,1991.2,1e-04,1e-04,100.1,904852749165352192,0.3822350410821857,0.4139108819602652
59301,3895148348033828736,182.49511595664,5.45400701526,,,22.8583,0.0471,28.885,-105.791,0.067,0.047,-0.352,29.253,-106.555,0.163,0.12,-0.4353,29.008,-105.793,4.082,2.815,-0.296,2016.0,2015.4,1991.4,1991.4,0.0,0.0,35.16,3895148348033828736,0.3814576709669469,0.17613158139139168
16014,5053301122808564608,51.54876630563,-33.78286476129,64.892,1.312,7.8367,0.0364,54.268,-35.755,0.04,0.054,-0.26,54.023,-35.448,0.023,0.033,-0.0917,55.178,-34.605,0.695,0.949,0.1386,2016.0,2016.1,1991.4,1991.2,-0.0006,0.0006,42.43,5053301122808564608,0.3814279335357126,0.2365552646701593
101372,2181675440274682368,308.18310813363,53.02513197581,-14.0,6.4,4.5661,0.0263,8.295,4.39,0.049,0.042,-0.0426,8.123,3.988,0.018,0.015,0.0269,8.163,4.232,0.592,0.496,0.0718,2016.3,2016.2,1991.3,1991.1,0.0,0.0,93.26,2181675440274682368,0.3813400855868834,0.45735048768559994
40200,682695707514922752,123.16463325474,26.2241335879,,,9.2171,0.3904,7.275,-12.73,0.602,0.399,-0.1684,3.703,-11.745,0.616,0.407,-0.9811,4.606,-11.076,2.082,1.204,-0.6938,2016.3,2016.0,1991.5,1991.6,0.0,0.0,17.91,682695707514922752,0.3811394234374849,1.903146881417352
86634,4552521194658505728,265.52504632537,20.16658173085,-46.043,0.198,8.4641,0.0198,-4.182,51.364,0.024,0.027,0.2482,-4.032,51.324,0.023,0.023,-0.014,-4.133,51.779,0.998,0.796,0.1327,2016.0,2016.2,1991.3,1991.1,0.0,0.0005,22.75,4552521194658505728,0.3807243811982962,0.08732986835448564
7486,519589376653043968,24.09839878469,67.61499402345,-10.0,5.1,3.5581,0.0231,25.731,-9.388,0.026,0.034,-0.0853,25.856,-9.485,0.018,0.018,-0.3515,24.735,-9.207,0.597,0.571,-0.3228,2016.2,2016.1,1991.4,1991.3,0.0,-1e-04,19.22,519589376653043968,0.38067628669707443,0.20544029904242492
58948,3905768599567468544,181.30120083293,8.73316255839,-31.019,0.192,19.4936,0.1658,-225.029,33.282,0.228,0.187,-0.4986,-228.006,46.749,0.019,0.013,-0.2934,-219.599,57.601,0.569,0.366,-0.2003,2016.1,2015.6,1991.3,1991.6,-0.0035,0.0,5851.0,3905768599567468544,0.37976743336604635,3.3540547038749464
111916,1932066234673212032,340.05225038794,38.97345928602,-35.3,999.0,2.0849,0.0208,-1.815,-5.676,0.029,0.028,-0.3853,-1.882,-5.328,0.039,0.033,0.0046,-2.784,-5.393,1.379,1.003,0.1034,2016.0,2016.1,1991.0,1991.4,0.0,0.0,64.65,1932066234673212032,0.37971874059691646,0.8063361362097787
3223,381335783844895744,10.2415942965,41.73078754623,6.311,0.985,3.4559,0.0437,-2.008,-9.686,0.049,0.055,0.0207,-1.854,-11.519,0.033,0.029,0.1202,-1.693,-10.469,0.94,0.756,0.0322,2016.4,2016.5,1991.3,1991.9,0.0,0.0,891.8,381335783844895744,0.3790897780030499,2.5201545649821457
21830,4814747472273940096,70.3965349892,-43.00974845527,-12.33,0.747,5.1552,0.0219,23.355,-41.894,0.033,0.037,-0.084,22.94,-41.729,0.029,0.034,-0.1754,22.893,-42.329,1.113,1.069,-0.2516,2016.1,2016.2,1991.2,1991.1,1e-04,0.0,94.35,4814747472273940096,0.3784073025801465,0.4065317775308652
60574,3692997981308734592,186.2450454713,-4.22658659919,60.049,5.455,20.9356,0.1474,-121.497,-210.333,0.253,0.186,-0.2689,-142.4,-210.96,0.028,0.023,-0.3801,-124.841,-211.01,0.79,0.65,-0.5148,2016.0,2016.0,1991.4,1991.6,0.0037,0.0067,7437.0,3692997981308734592,0.3783281075182276,4.733530746583508
10321,333106054183616000,33.22952497485,40.66793054096,6.556,0.181,37.8945,0.0636,68.849,-102.702,0.101,0.092,0.1633,57.473,-97.616,0.019,0.016,0.1771,58.965,-108.519,0.616,0.522,0.1094,2016.2,2016.1,1991.1,1991.5,-0.0008,0.0004,17640.0,333106054183616000,0.3772975540440425,1.5591199210433122
69270,1257136244640300544,212.71625033314,24.206446155,-37.931,2.255,15.2181,0.3738,43.407,9.966,0.422,0.429,-0.0496,41.521,11.801,0.06,0.054,-0.195,41.16,9.382,1.502,1.363,-0.4355,2016.1,2016.3,1991.3,1991.3,0.0006,1e-04,35.73,1257136244640300544,0.37691564507650344,0.8183693352382092
65347,1469801069265938560,200.90088440426,33.37356588661,-16.527,9.663,7.9447,0.0139,-12.682,-21.944,0.015,0.016,-0.0928,-12.817,-21.99,0.032,0.023,0.0188,-11.392,-21.992,0.966,0.753,-0.182,2015.7,2016.1,1991.2,1991.0,0.0,-1e-04,17.14,1469801069265938560,0.37664566410081546,0.08309513659750918
62826,1567406228293380864,193.11844059955,49.35256983498,2.416,0.505,4.6966,0.0158,-29.076,-24.894,0.017,0.02,0.3091,-29.595,-23.912,0.038,0.042,0.1382,-30.714,-21.691,1.083,1.263,0.0555,2016.0,2015.8,1991.3,1991.0,1e-04,-1e-04,715.6,1567406228293380864,0.3765929090879097,1.1166449053217236
6192,293278891165456128,19.86166376187,24.40254788336,29.761,0.245,14.1472,0.0215,187.145,-132.677,0.033,0.021,0.3148,186.972,-132.703,0.033,0.026,0.1956,186.461,-132.375,1.127,0.819,0.0826,2016.1,2016.4,1991.2,1991.0,-0.0027,0.0005,13.75,293278891165456128,0.3761474665665742,0.059263724621716904
116009,2388381770858334592,352.56695054821,-21.88261009205,-10.265,4.321,8.21,0.222,51.684,34.082,0.339,0.298,0.1571,56.699,36.012,0.035,0.03,0.1816,51.635,32.629,1.358,1.004,0.0808,2016.0,2016.0,1991.3,1991.2,1e-04,1e-04,234.3,2388381770858334592,0.37613314614272586,3.1031639276360665
8956,5137875110539825024,28.83201708613,-19.27570424037,16.423,4.221,5.3032,0.0857,-2.149,-60.751,0.103,0.089,-0.0027,-1.514,-61.011,0.044,0.034,0.0504,-0.47,-62.36,1.434,1.112,0.0685,2015.9,2015.8,1991.1,1991.6,0.0,1e-04,39.82,5137875110539825024,0.3759923784572944,0.6161063338327352
99824,1835335977682835200,303.8162686718,25.59193782469,-7.0,1.7,5.6918,0.2319,7.086,-5.432,0.235,0.27,-0.2436,7.374,-4.548,0.017,0.019,-0.2817,6.714,-4.244,0.412,0.428,-0.252,2016.1,2016.0,1991.1,1991.4,0.0,0.0,14.96,1835335977682835200,0.375590830181617,0.771834772143314
17960,43802039287826432,57.59623192569,17.4752918287,-9.176,0.125,21.4719,0.0241,113.433,-251.101,0.04,0.024,0.0954,113.38,-251.257,0.029,0.019,0.1955,113.968,-251.777,0.992,0.829,0.1753,2016.2,2015.4,1991.1,1991.0,0.0,-0.0015,25.95,43802039287826432,0.3744682448894393,0.03575450630550092
21786,4790234887028442240,70.20239194328,-45.7930211318,,,5.4406,0.0799,-15.572,2.627,0.11,0.141,-0.2028,-20.331,4.21,0.018,0.018,-0.0335,-19.691,3.106,0.552,0.575,0.0346,2016.1,2016.2,1991.3,1991.2,0.0,0.0,1825.0,4790234887028442240,0.37387936855452913,4.365961031400109
91841,2119801557282726912,280.867962579,47.70362883345,-17.695,0.38,3.7792,0.0115,4.718,-1.304,0.019,0.018,-0.0627,5.824,-1.128,0.029,0.03,-0.1071,7.112,-1.374,0.804,0.962,-0.0986,2015.8,2016.2,1991.3,1991.3,0.0,0.0,1078.0,2119801557282726912,0.37375446086833264,1.402338072177287
8632,518229693086021760,27.83412055111,64.86259343672,,,3.4918,0.1404,2.753,-8.671,0.141,0.171,-0.3815,3.954,-9.883,0.038,0.045,-0.4382,5.719,-10.129,1.227,1.313,-0.5458,2016.2,2016.1,1991.1,1991.0,0.0,0.0,84.02,518229693086021760,0.3734616918265034,2.3108965776014876
63874,1527477184355484544,196.36342655876,41.68111769884,28.3,0.5,8.053,0.0348,59.858,-15.455,0.032,0.032,0.5269,59.882,-15.69,0.032,0.031,0.2928,59.195,-15.201,0.872,0.921,0.2049,2016.0,2015.8,1991.1,1990.9,-0.0004,-1e-04,37.39,1527477184355484544,0.373277859848735,0.14061691394348189
10339,333053037107550080,33.30591030125,40.50718787326,6.355,0.145,38.3338,0.0285,59.158,-90.542,0.035,0.044,0.2878,58.564,-92.428,0.02,0.017,0.1904,57.957,-96.049,0.584,0.593,0.2294,2016.1,2015.9,1991.3,1991.4,-0.0006,0.0004,1621.0,333053037107550080,0.371969668572687,0.2440849864943161
51000,5469034062773503232,156.26962882415,-26.35806258266,31.087,0.15,4.7005,0.0353,-40.457,-0.455,0.058,0.045,0.2162,-40.339,-0.213,0.024,0.018,0.0201,-40.032,-0.8,0.623,0.574,-0.1624,2015.7,2015.9,1991.3,1991.3,1e-04,1e-04,26.04,5469034062773503232,0.3716099760657617,0.27614192462948806
97124,2073199066196008576,296.09483127549,39.28893722283,-19.778,2.112,5.1421,0.0661,8.07,16.961,0.094,0.103,-0.0329,7.951,19.782,0.022,0.022,-0.0877,7.6,21.434,0.621,0.778,-0.0226,2016.2,2016.2,1991.1,1991.0,0.0,0.0,719.0,2073199066196008576,0.37136690437419906,2.600251058464213
91972,6654941706489708032,281.19989303401,-51.47597081722,81.959,0.452,2.7442,0.0205,0.259,-4.907,0.028,0.026,-0.1536,-0.318,-6.477,0.038,0.031,0.2251,-1.186,-9.596,1.276,1.042,0.4991,2016.6,2016.8,1991.3,1991.4,0.0,0.0,1557.0,6654941706489708032,0.37102997124508175,2.8941416830104574
32314,5501724291516866304,101.19271948172,-52.42353762729,,,4.7186,0.0692,-5.47,12.278,0.139,0.141,0.356,-6.429,11.571,0.039,0.042,-0.1911,-5.853,12.363,1.046,1.186,-0.2903,2016.1,2016.3,1991.4,1991.4,0.0,0.0,52.31,5501724291516866304,0.3708223775707513,1.1915381758531631
47851,801608096216800000,146.30439817796,41.15507837172,,,3.0189,0.0674,-1.73,-3.826,0.086,0.101,-0.6032,-2.149,-4.475,0.124,0.063,-0.1161,-5.427,-5.857,2.535,1.3,0.131,2016.2,2016.6,1991.0,1990.5,0.0,0.0,54.08,801608096216800000,0.3704430522629384,1.205635777760885
64261,1525957938460947968,197.56672495465,41.81733319668,-6.306,0.581,6.9119,0.0636,-26.17,-21.119,0.058,0.059,0.6805,-25.741,-22.258,0.037,0.037,0.1661,-27.679,-22.163,1.054,1.135,0.0563,2015.9,2015.8,1991.2,1991.1,0.0,-1e-04,583.9,1525957938460947968,0.37017989892142,0.8373350022313967
88785,6418838523772002688,271.86711566019,-73.0967580019,26.563,0.174,16.7431,0.0145,19.85,53.168,0.017,0.019,-0.0293,19.453,52.914,0.026,0.034,0.0237,18.631,52.754,0.695,0.935,-0.1266,2016.1,2016.1,1991.2,1991.2,-0.0004,-0.0005,203.3,6418838523772002688,0.36988915722679183,0.13454540243968988
86847,5957213823943185152,266.17506654147,-42.72924688078,-8.8,1.8,13.0531,0.5988,4.431,15.59,0.841,0.506,-0.1819,4.526,7.391,0.036,0.021,-0.0911,4.845,-0.709,0.815,0.538,0.011,2016.1,2016.8,1991.1,1990.9,0.0,0.0,226.6,5957213823943185152,0.3697158407292951,2.97840494652419
46154,1023126051029491328,141.18404801246,54.68369496096,-22.773,0.265,2.6031,0.0231,-28.011,-1.842,0.03,0.026,0.0885,-28.161,-2.04,0.033,0.023,0.1294,-30.539,-2.72,0.944,0.6,0.3352,2016.0,2016.2,1991.2,1991.1,0.0,-1e-04,39.72,1023126051029491328,0.3692800566090616,0.4433797511097453
9820,80254560597784576,31.59241666032,16.87393987618,25.529,0.127,13.1787,0.0292,30.429,40.208,0.034,0.034,0.4347,30.975,39.287,0.038,0.023,0.059,33.154,37.591,1.519,0.918,0.1756,2016.0,2016.2,1990.9,1991.7,-0.0002,-0.0004,792.7,80254560597784576,0.36926561912041816,0.3848330518746914
26138,3224377462601143808,83.60244403728,3.56133827969,,,4.9079,0.1555,4.007,-7.96,0.185,0.148,-0.1684,3.473,-8.668,0.034,0.017,-0.0041,2.327,-7.197,1.017,0.465,-0.0175,2016.2,2016.7,1991.3,1991.0,0.0,0.0,36.02,3224377462601143808,0.36900799685621105,0.8509309410292347
342,2341514847206880640,1.07919279734,-20.56910119053,2.263,0.626,8.386,0.025,30.699,-52.446,0.035,0.024,-0.0027,28.556,-52.648,0.044,0.029,0.1968,28.801,-52.28,1.346,0.758,0.0024,2016.0,2015.6,1991.4,1991.6,0.0,0.0,1446.0,2341514847206880640,0.36895498078246114,1.215797780128701
82697,6033032950328939264,253.56243898294,-28.11511708189,-16.049,0.193,13.7685,0.1905,16.005,-41.61,0.304,0.2,0.134,18.069,-40.643,0.054,0.038,0.1992,16.502,-44.412,2.112,1.507,0.3047,2016.1,2016.2,1991.4,1991.3,1e-04,-0.0002,59.63,6033032950328939264,0.3689151627961837,0.7842675298598369
65052,1562991448589257344,200.01220509488,52.97684770168,-33.59,2.029,7.6459,0.1656,31.282,-15.452,0.207,0.258,0.2161,30.796,-18.07,0.041,0.034,0.0981,32.141,-20.696,1.326,0.917,-0.0032,2015.9,2015.7,1991.5,1991.2,0.0002,-0.0002,101.4,1562991448589257344,0.36864974946298396,1.65218917913705
24878,3446833992324818432,80.00323247598,30.51056471398,1.796,0.532,7.1224,0.021,-7.735,5.652,0.032,0.022,0.0659,-7.146,5.246,0.039,0.021,-0.0174,-5.64,4.362,1.291,0.692,0.0079,2016.0,2016.2,1991.1,1990.8,0.0,0.0,315.6,3446833992324818432,0.3685751611141753,0.47676871087986383
112778,1932855787101481216,342.59077565911,41.9533873273,-15.8,3.1,2.0266,0.13,5.105,-1.666,0.103,0.144,-0.3173,7.821,-2.236,0.016,0.02,0.0558,7.842,-3.319,0.384,0.467,0.1355,2016.6,2016.2,1991.0,1991.5,0.0,0.0,695.7,1932855787101481216,0.36848386818192136,6.48592330456797
