source_id,ra,dec,l,b,dist_pc,phot_g_mean_mag,M_G,M_Ks,A_0,wise_w3mpro,wise_w4mpro,wise_w3mpro_error,wise_w4mpro_error,resid_optical,resid_optical_nsigma,resid_w3,resid_w4,resid_w3_nsigma,resid_w4_nsigma,w3w4_colour,w3w4_excess,implied_f_optical,allwise_designation,tmass_designation
250803657477353472,59.80483126500377,50.760107876742055,150.47688875595787,-1.7868669207514212,450.595360783732,17.356884,8.720171910849826,5.233306895947901,0.5334715926027073,12.069,9.193,0.263,,0.4671577183736808,4.766655993810439,-1.1277345550250661,-0.09353008712037614,-5.000720183363701,-0.09418483047159959,2.874933056814797,0.07101349173162497,0.35286277230282315,J035913.16+504536.3,03591315+5045364
5591258283584113280,112.9332931728181,-35.0888142449324,248.53582118831184,-7.743485292966566,428.89685705666864,17.327154,9.084822479589333,5.224065586832276,0.12100763892853325,11.793,9.122,0.209,,0.466632917507674,4.761361819555756,-1.2828208400732937,-0.04542192251934196,-5.6884202386185745,-0.04573989187749138,2.670757984722142,-0.13316158036102976,0.35254989679209814,J073143.99-350519.7,07314400-3505198
5762248314678629504,132.16396059496276,-3.0979829668658994,230.21651125240427,24.225290614025443,403.2214561671567,17.29096,9.234149170647138,5.5420040420229935,0.04315172294056213,11.425,8.363,0.187,,0.46655930136914314,4.760619182318313,-1.7760387479959103,-0.905195885143181,-7.8754994018443805,-0.9115325732143632,3.06191369655412,0.25799413147094796,0.3525059962643676,J084839.35-030552.6,08483936-0305524
5501818888173657088,101.7184599827559,-51.846164514772454,261.2728987194932,-21.685624388599987,432.6294777560199,16.78173,8.531977450045012,5.239445483656423,0.09840270390128278,12.012,9.567,0.228,,0.4663798942966384,4.758809329541982,-1.0948757722464393,0.37009827286872365,-4.855014283416182,0.37268909033634995,2.4448031945921986,-0.3591163704909732,0.3523989955018916,J064652.41-515045.9,06465240-5150459
2943521618312926848,94.7577076866538,-17.742671534799488,225.4880246280729,-14.976289972581394,341.5008975257211,16.813997,9.08292307415943,5.5090395923899855,0.09362208926161993,11.937,8.894,0.25,,0.466159156940428,4.756582538193126,-0.8769768573257863,0.011046701132510606,-3.8887838022081818,0.01112403190747455,3.0428127558214744,0.2388931907383025,0.35226732054688514,J061901.84-174433.6,06190185-1744337
4839428828258188544,64.79918758184388,-43.59463899150474,248.65487669724465,-45.38078535331822,452.4762965888118,16.767763,8.46289279903227,5.074770328806374,0.03754671378242833,11.852,9.151,0.205,,0.46615487044981574,4.756539296213717,-1.216702385540433,-0.028674253418273565,-5.395230774305368,-0.028874983229983754,2.7009249065724354,-0.10299465851073641,0.35226476329078704,J041911.77-433541.1,04191176-4335412
1978495788920716928,322.091379109836,47.66740780678776,91.45893597315349,-2.4058997474501247,397.9618579179517,17.250336,9.191952901651925,5.459888584285446,0.08817005973598743,11.345,8.717,0.102,0.403,0.466132571936539,4.756314349529071,-1.760826327517801,-0.46086300667308144,-7.808042873369907,-0.4640892090506724,2.6278236598805282,-0.17609590520264362,0.3522514601688761,J212821.92+474002.8,21282192+4740027
5782025921826100480,237.6921123595803,-74.44332086099625,314.25722643617826,-15.66482778025313,370.6720968931717,16.819818,8.854038329261748,5.199021277015114,0.17701595197102482,11.84,9.582,0.17,,0.4660549973380945,4.755531779475353,-0.899366429550188,0.7483770714521434,-3.9880660182407976,0.7536159729310945,2.2576459680960568,-0.5462735969871151,0.35220517763007575,J155046.08-742635.9,15504606-7426360
675766928834522240,124.262327546499,20.8037710138097,202.48040715867756,27.746050656638328,373.876567675359,16.664116,8.762560463620776,5.293798366198189,0.05487042499472145,11.636,8.989,0.287,,0.4658864542059469,4.753831521779878,-1.1977431960660123,0.07042611773361784,-5.311159925325446,0.07091912521129953,2.646890259150009,-0.1570293059331629,0.35210461006804783,J081702.95+204813.7,08170295+2048138
3120553190928959360,98.6613305980967,0.9594869956677476,210.16005390729245,-3.2967660385742485,422.93223072575427,16.674147,8.492796315978007,4.8936885353737,0.07253536649810789,11.603,8.727,0.262,,0.4658387533588151,4.753350317168435,-1.1713461935908747,-0.1924807865632996,-5.194107537004518,-0.1938282194495577,2.8758549292670033,0.0719353641838314,0.3520761447394327,J063438.71+005734.2,06343871+0057341
5388824689529272064,167.2954776743752,-42.99507590729861,283.76024243553024,16.037793852992554,389.36747664250186,16.146105,8.146033192325431,4.7730098363140385,0.06839335046212923,11.708,9.083,0.215,,0.4654124867792273,4.749050153625533,-0.7876192181301036,0.4106086923508343,-3.4925446802690217,0.4134830969360161,2.6248632132990757,-0.17905635178409618,0.3518217159858428,J110910.92-425942.3,11091094-4259423
3061268593410985344,113.72851251780843,-1.6963114832927644,219.45769975854145,8.873231275066926,428.8824965624816,16.394156,8.163465609401737,4.685394788786743,0.09808337223752925,11.823,8.407,0.29,,0.4653334728704994,4.748253063855976,-0.8107509817137988,-0.43186932145372303,-3.5951179999516936,-0.4348925578851751,3.4158038332555254,0.5729985942057314,0.3517745434192746,J073454.85-014146.5,07345485-0141464
3423821351392328064,91.09461978614415,22.84334938672069,187.38775169736402,0.5607296107243321,300.1212987652622,16.790699,9.340561516791093,5.581195000141069,0.09570817161385878,11.832,8.773,0.299,,0.46530988561355,4.748015116366616,-0.7607873411886317,0.11534069523791501,-3.3735639254620824,0.11614812048103833,3.0588085836567735,0.2548890185736017,0.35176046078444745,J060422.71+225035.9,06042273+2250364
5816755778991961984,254.94126955540898,-65.16387534022378,325.4017389067544,-13.814910488747277,425.0348767543901,17.417568,9.055973303295687,5.417205327939849,0.32057711777950754,11.768,8.463,0.221,0.319,0.4650926819271515,4.7458239725651525,-1.4492436309682937,-0.8286856192001846,-6.426389830569089,-0.834486708626387,3.304358845764442,0.5004392806812703,0.35163076620341505,J165945.91-650949.7,16594589-6509499
5566032153944586368,107.51993646524085,-37.745442792933154,249.00326003082273,-12.823739816878355,285.81063365146105,17.486765,10.173442058294322,6.119917148303969,0.050965872505170304,11.501,8.521,0.216,0.285,0.46492041700458486,4.744086169567653,-1.4305888105929547,-0.44463593943356017,-6.343668647332926,-0.4477485466599859,2.979898068254988,0.17597850317181596,0.35152788657537437,J071004.79-374443.7,07100479-3744437
6053199299253895168,180.94694161511913,-65.04046910723207,297.9296038988547,-2.6325369876235083,146.7623947784044,16.19094,10.313092443266935,6.4008951153787175,0.06827126807434271,10.878,8.761,0.103,,0.4644257902226929,4.739096390502891,-0.8410578621606533,1.0332970830513144,-3.7295079838978777,1.0405305243512855,2.116863457463852,-0.6870561076193198,0.3512323960626551,J120347.26-650225.5,12034733-6502257
464782497277243136,41.99827940778835,60.63831506401805,136.7465895371329,0.9314494485546146,376.558177721009,17.610804,9.283302239476143,5.572762079253678,0.6667321067636363,9.775,6.365,0.24,0.121,0.4642409975542492,4.7372322080079705,-3.3120994252822573,-2.7862902816509827,-14.686862587932456,-2.805795288998421,3.408666535786473,0.6047469707033013,0.35112196620019764,J024759.56+603817.7,02475954+6038181
5512235210364435456,111.12731090359887,-43.20399773756799,255.26260428840652,-12.643121962095455,325.4297746742321,18.12774,10.401102234075912,6.145809266886939,0.25809573689321963,11.905,9.005,0.165,0.314,0.4642283203668711,4.737104320949496,-1.3331501160371957,-0.26481758406433187,-5.911595652553791,-0.266671399855501,2.899483808526213,0.09556424344304126,0.3511143897774831,J072430.54-431214.3,07243054-4312143
413536528050812288,17.952700510278564,57.39655445787487,125.6857684397596,-5.366221758647072,471.4668267731627,17.487469,8.822050703337476,5.194821387134931,0.4361990683662346,12.005,9.344,0.281,,0.4640446811921102,4.735251774861742,-1.2571261536215577,-0.012344621840416181,-5.574482134503691,-0.012431038514688896,2.660127601863268,-0.14379196321990406,0.35100462932616117,J011148.63+572347.7,01114862+5723479
2178590863485037952,325.8607328911972,58.46275412894525,100.38122766764567,4.080050541058921,434.17822278895494,17.402401,8.864152989216088,5.03957797008904,0.5153139279052773,9.117,6.481,0.038,0.065,0.46341930065077186,4.728942956077722,-3.8404432026188786,-2.5920553263289747,-17.029700607135595,-2.6102006209947755,2.634969372144191,-0.16895019293898095,0.3506307024122919,J214326.60+582745.9,21432656+5827460
5589473879288961408,109.47496352473007,-36.41523371972763,248.451384876551,-10.846361635158061,456.3900399618322,17.254124,8.86274322609541,5.334820534436026,0.13773264269345276,10.663,8.203,0.097,0.314,0.46332759830661274,4.728017865779691,-2.6385944722138497,-1.179685767968726,-11.700335485967626,-1.1879439813083155,2.4597245347146135,-0.34419503036855836,0.3505758537286118,J071753.98-362454.9,07175399-3624549
2165300035651209728,317.6658833587864,48.05997576511941,89.64894831539344,-0.01996489561774093,287.9756503306876,16.517462,9.188844891594426,5.549218670200301,0.04687513972706815,11.754,8.676,0.233,,0.46331826206260374,4.727923682050453,-0.7220799722232929,0.13317933188883124,-3.2019236042824475,0.1341116338331496,3.077906249720545,0.2739866846373733,0.35057026930733426,J211039.81+480335.9,21103979+4803359
1827882457091191552,296.50320739280835,22.935242970254787,59.41481921538694,-0.8964360181255545,408.31504881923644,16.767666,8.531220408477354,4.867805043545945,0.26644470254882463,11.347,7.749,0.266,,0.463088614088635,4.725607000676284,-1.3326479771885325,-1.081513715430952,-5.909369015208884,-1.089084690036418,3.597467110594903,0.7935475455117311,0.3504328915585406,J194600.73+225607.0,19460077+2256069
346899805510152064,25.50077571558089,39.959031866617735,133.34700752034001,-21.88790457350479,449.7293883909755,16.592518,8.25042283011008,4.850034296090729,0.10998806959451472,11.939,9.027,0.271,,0.4630430896764066,4.725147751870136,-0.9334969909854056,-0.0010782853407391713,-4.139411374005687,-0.0010858337155916617,2.9117800238608122,0.10786045877764039,0.35040565494190556,J014200.18+395732.5,01420018+3957325
2172448751007391360,321.87256951051125,51.73588645491883,94.16699596934441,0.6342299141720528,469.31508783924596,17.234869,8.599057172156755,5.14417043103572,0.40231973472881316,10.302,7.705,0.058,0.115,0.46302848412256914,4.725000411512849,-2.908269117167471,-1.6057405069086332,-12.896155401170136,-1.6169812525666105,2.596195360530542,-0.20772420455262974,0.350396916402145,J212729.40+514409.3,21272938+5144095
5531003603273237120,117.97803732090931,-46.19742686793058,260.2519688452571,-9.696320392293876,396.4063180830527,15.263504,7.15600309336172,3.8910162139358304,0.16188220865125924,10.899,7.265,0.089,0.09,0.4628745159461616,4.723447185502039,-0.8879063179362174,-1.314565744457708,-3.9372483757413095,-1.3237681648491486,3.6336762355826977,1.209061575790527,0.3503047897015207,J075154.73-461150.7,07515473-4611508
2924252642677295360,96.48867829722917,-25.071253520745845,233.13715794730157,-16.419717578056442,244.23336351543549,16.228712,9.264680250765506,5.5768685988356435,0.037036346115173535,11.296,9.09,0.123,,0.46267363884729384,4.721420743790399,-0.8448928324069236,0.8838818921495264,-3.746513415741453,0.8900693748085223,2.2059259273077707,-0.5979936377754012,0.3501845754522459,J062557.27-250416.6,06255727-2504170
4444434567380089728,254.2710805555949,10.236735728167027,29.187184994753775,30.008484651423483,475.21300094497946,16.093452,7.50932113398735,4.437073340576085,0.2712633452971873,11.968,8.861,0.284,,0.4626599688951183,4.721282841752582,-0.6846913866729043,-0.10792110881983952,-3.0361311724055215,-0.10867659436071696,3.106457473309405,0.48530876345059637,0.3501763939053304,J165705.06+101412.0,16570506+1014123
2040295149929141376,284.5257496207387,28.329859598380718,59.187902881110624,11.163322317871977,378.7074960694711,17.302605,9.247022943706678,5.604521306205053,0.24488948838747088,11.981,8.851,0.268,,0.4626453411208491,4.721135277236295,-1.1382349064740485,-0.3315532988324943,-5.0472819555372705,-0.33387428798871505,3.1295102210232244,0.32559065594005254,0.35016763898215897,J185806.18+281947.4,18580618+2819473
922398897456006784,118.79816130395561,41.24346809820668,178.66556227722833,28.971768453264072,351.095929551661,16.833143,9.06071824243875,5.483109261319001,0.06640865655699571,11.618,8.524,0.23,,0.46233519427785374,4.718006525860843,-1.2344643098236414,-0.3990731895169848,-5.47399258297979,-0.4018668415441821,3.0938671826868873,0.28994761760371546,0.34998198408446646,J075511.55+411436.8,07551153+4114373
6093954415687398784,209.9519172096648,-49.32736039181287,314.22702922641975,12.039116131655097,367.29721420524794,17.346758,9.406413818008488,5.4958172179095,0.17274315984377805,12.058,9.274,0.205,,0.46200951024793113,4.714721035843462,-0.9044432859308777,0.24194192023560745,-4.010578353309213,0.2436355983720623,2.783654513680313,-0.020265051402859058,0.34978697148317794,J135948.46-491938.5,13594852-4919382
2674984659347949440,325.2853346248622,-0.9301148989571615,54.59357788626002,-37.42629828267068,300.50971576204284,16.712584,9.249277429210569,5.480522107572851,0.1105342743317152,11.823,8.812,0.284,,0.461592302559799,4.710512258106162,-0.6901677716806223,0.22815052179807793,-3.0604151396901424,0.22974765531761795,3.0107789314513376,0.2068593663681657,0.3495370710008191,J214108.46-005548.4,21410843-0055484
5316405768485807232,128.24763966125565,-55.09171259123178,271.3733584224087,-8.950026680132343,292.9865884546985,16.372528,8.980498502262986,5.4245365569139725,0.0843811751363188,11.686,9.359,0.177,0.513,0.46158816089728205,4.7104704771479184,-0.7258237698011314,0.8727714082886013,-3.2185247486089232,0.8788811136712065,2.3268312376497278,-0.4770883274334441,0.34953458973229534,J083259.43-550530.2,08325943-5505302
6865492342054674688,297.8218372180128,-20.960413608271878,19.92288636151812,-22.19077584075312,485.6917198680795,16.006712,7.346296895534153,4.382241067838871,0.2990993110305696,11.836,8.771,0.296,,0.4615118443130912,4.7097005979015245,-0.8184291625586617,-0.23149665131285957,-3.6291654038831704,-0.2331172089103577,3.0644018013779384,0.38914993295004763,0.34948886680004254,J195117.18-205737.7,19511721-2057375
